# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Aug 26 09:18:59 2022
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%transit%'
# CONSTRAINT:  and disc_facility like '%k2%'
# CONSTRAINT:  and soltype like '%confirmed%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,pl_letter,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-24 b,K2-24,b,Gaia DR2 6049750234317822208,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,20.88510000,0.00030000,-0.00030000,0,,,,,5.680,0.560,-0.560,0,0.507,0.050,-0.050,0,19.80000,4.50000,-4.40000,0,0.06230,0.01416,-0.01384,0,Mass,0.000000,,,0,,,,,,,,,1,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,,5743.00,60.00,-60.00,0,1.21,0.11,-0.11,0,1.12,0.05,-0.05,0,0.420,0.040,-0.040,0,[Fe/H],4.29,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,170.5620000,1.3600000,-1.3380000,11.2750000,0.0190000,-0.0190000,9.1800000,0.0210000,-0.0210000,10.9072000,0.0003000,-0.0003000,2018-12-10,2016-06,2016-05-05
K2-24 b,K2-24,b,Gaia DR2 6049750234317822208,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,20.88526000,0.00042000,-0.00042000,0,0.157700,0.003500,-0.003500,0,7.070,0.860,-0.860,0,0.631,0.077,-0.077,0,,,,,,,,,,,,,,87.00,21.00,-21.00,0,,,,,1,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5717.00,83.00,-83.00,0,1.51,0.18,-0.18,0,1.20,0.08,-0.08,0,,,,,,4.16,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,170.5620000,1.3600000,-1.3380000,11.2750000,0.0190000,-0.0190000,9.1800000,0.0210000,-0.0210000,10.9072000,0.0003000,-0.0003000,2018-12-10,2016-09,2016-07-18
K2-24 b,K2-24,b,Gaia DR2 6049750234317822208,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=PETIGURA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...36P/abstract target=ref>Petigura et al. 2016</a>,20.88510000,0.00030000,-0.00030000,0,0.154000,0.002000,-0.002000,0,5.680,0.560,-0.560,0,0.507,0.050,-0.050,0,21.00000,5.40000,-5.40000,0,0.06607,0.01699,-0.01699,0,Mass,0.000000,,,0,60.00,14.00,-14.00,0,767,177,-177,0,1,<a refstr=PETIGURA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...36P/abstract target=ref>Petigura et al. 2016</a>,G3,5743.00,60.00,-60.00,0,1.21,0.11,-0.11,0,1.12,0.05,-0.05,0,0.420,0.040,-0.040,0,[Fe/H],4.29,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,170.5620000,1.3600000,-1.3380000,11.2750000,0.0190000,-0.0190000,9.1800000,0.0210000,-0.0210000,10.9072000,0.0003000,-0.0003000,2018-12-10,2016-02,2016-02-11
K2-24 b,K2-24,b,Gaia DR2 6049750234317822208,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,20.88501600,0.00041200,-0.00043800,0,,,,,5.256,0.546,-0.309,0,0.469,0.049,-0.028,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5744.00,50.00,-50.00,0,1.07,0.10,-0.05,0,1.10,0.03,-0.03,0,0.440,0.080,-0.080,0,[Fe/H],4.41,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,170.5620000,1.3600000,-1.3380000,11.2750000,0.0190000,-0.0190000,9.1800000,0.0210000,-0.0210000,10.9072000,0.0003000,-0.0003000,2018-12-10,2018-03,2018-02-15
K2-24 b,K2-24,b,Gaia DR2 6049750234317822208,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,20.88508000,0.00036000,-0.00036000,0,0.154200,0.002600,-0.002600,0,5.830,0.600,-0.600,0,0.520,0.054,-0.054,0,,,,,,,,,,,,,,60.10,12.40,-12.40,0,709,36,-36,0,1,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,G9 V,5743.00,60.00,-60.00,0,1.21,0.12,-0.12,0,1.12,0.06,-0.06,0,0.420,0.040,-0.040,0,[Fe/H],4.29,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,170.5620000,1.3600000,-1.3380000,11.2750000,0.0190000,-0.0190000,9.1800000,0.0210000,-0.0210000,10.9072000,0.0003000,-0.0003000,2018-12-10,2016-08,2016-07-07
K2-24 b,K2-24,b,Gaia DR2 6049750234317822208,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...89P/abstract target=ref>Petigura et al. 2018</a>,20.88977000,0.00034000,-0.00035000,0,,,,,5.400,0.200,-0.200,0,0.482,0.018,-0.018,0,19.00000,2.20000,-2.10000,0,0.05978,0.00692,-0.00661,0,Mass,0.060000,0.010000,-0.010000,0,,,,,,,,,1,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...89P/abstract target=ref>Petigura et al. 2018</a>,,5625.00,60.00,-60.00,0,1.16,0.04,-0.04,0,1.07,0.06,-0.06,0,0.340,0.040,-0.040,0,[Fe/H],4.29,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,170.5620000,1.3600000,-1.3380000,11.2750000,0.0190000,-0.0190000,9.1800000,0.0210000,-0.0210000,10.9072000,0.0003000,-0.0003000,2018-12-10,2018-09,2018-12-13
K2-24 c,K2-24,c,Gaia DR2 6049750234317822208,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,42.36301000,0.00072000,-0.00072000,0,0.252700,0.005600,-0.005600,0,9.800,1.200,-1.200,0,0.874,0.107,-0.107,0,,,,,,,,,,,,,,34.20,8.60,-8.60,0,,,,,1,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5717.00,83.00,-83.00,0,1.51,0.18,-0.18,0,1.20,0.08,-0.08,0,,,,,,4.16,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,170.5620000,1.3600000,-1.3380000,11.2750000,0.0190000,-0.0190000,9.1800000,0.0210000,-0.0210000,10.9072000,0.0003000,-0.0003000,2018-12-10,2016-09,2016-07-18
K2-24 c,K2-24,c,Gaia DR2 6049750234317822208,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,42.36330000,0.00060000,-0.00060000,0,,,,,7.820,0.720,-0.720,0,0.698,0.064,-0.064,0,26.00000,5.80000,-6.10000,0,0.08180,0.01825,-0.01919,0,Mass,0.000000,,,0,,,,,,,,,1,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,,5743.00,60.00,-60.00,0,1.21,0.11,-0.11,0,1.12,0.05,-0.05,0,0.420,0.040,-0.040,0,[Fe/H],4.29,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,170.5620000,1.3600000,-1.3380000,11.2750000,0.0190000,-0.0190000,9.1800000,0.0210000,-0.0210000,10.9072000,0.0003000,-0.0003000,2018-12-10,2016-06,2016-05-05
K2-24 c,K2-24,c,Gaia DR2 6049750234317822208,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...89P/abstract target=ref>Petigura et al. 2018</a>,42.33910000,0.00120000,-0.00120000,0,,,,,7.500,0.300,-0.300,0,0.669,0.027,-0.027,0,15.40000,1.90000,-1.80000,0,0.04845,0.00598,-0.00566,0,Mass,0.070000,,,1,,,,,,,,,1,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...89P/abstract target=ref>Petigura et al. 2018</a>,,5625.00,60.00,-60.00,0,1.16,0.04,-0.04,0,1.07,0.06,-0.06,0,0.340,0.040,-0.040,0,[Fe/H],4.29,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,170.5620000,1.3600000,-1.3380000,11.2750000,0.0190000,-0.0190000,9.1800000,0.0210000,-0.0210000,10.9072000,0.0003000,-0.0003000,2018-12-10,2018-09,2018-12-13
K2-24 c,K2-24,c,Gaia DR2 6049750234317822208,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=PETIGURA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...36P/abstract target=ref>Petigura et al. 2016</a>,42.36330000,0.00060000,-0.00060000,0,0.247000,0.004000,-0.004000,0,7.820,0.720,-0.720,0,0.698,0.064,-0.064,0,27.00000,6.90000,-6.90000,0,0.08495,0.02171,-0.02171,0,Mass,0.000000,,,0,24.00,5.00,-5.00,0,606,139,-139,0,1,<a refstr=PETIGURA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...36P/abstract target=ref>Petigura et al. 2016</a>,G3,5743.00,60.00,-60.00,0,1.21,0.11,-0.11,0,1.12,0.05,-0.05,0,0.420,0.040,-0.040,0,[Fe/H],4.29,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,170.5620000,1.3600000,-1.3380000,11.2750000,0.0190000,-0.0190000,9.1800000,0.0210000,-0.0210000,10.9072000,0.0003000,-0.0003000,2018-12-10,2016-02,2016-02-11
K2-24 c,K2-24,c,Gaia DR2 6049750234317822208,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,42.36398200,0.00075800,-0.00079500,0,,,,,7.118,0.678,-0.354,0,0.635,0.060,-0.032,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5744.00,50.00,-50.00,0,1.07,0.10,-0.05,0,1.10,0.03,-0.03,0,0.440,0.080,-0.080,0,[Fe/H],4.41,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,170.5620000,1.3600000,-1.3380000,11.2750000,0.0190000,-0.0190000,9.1800000,0.0210000,-0.0210000,10.9072000,0.0003000,-0.0003000,2018-12-10,2018-03,2018-02-15
K2-24 c,K2-24,c,Gaia DR2 6049750234317822208,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,42.36342000,0.00063000,-0.00063000,0,0.247100,0.004100,-0.004100,0,8.100,0.820,-0.820,0,0.723,0.073,-0.073,0,,,,,,,,,,,,,,23.40,4.80,-4.80,0,560,29,-29,0,1,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,G9 V,5743.00,60.00,-60.00,0,1.21,0.12,-0.12,0,1.12,0.06,-0.06,0,0.420,0.040,-0.040,0,[Fe/H],4.29,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029,170.5620000,1.3600000,-1.3380000,11.2750000,0.0190000,-0.0190000,9.1800000,0.0210000,-0.0210000,10.9072000,0.0003000,-0.0003000,2018-12-10,2016-08,2016-07-07
K2-240 b,K2-240,b,Gaia DR2 6257625719430982016,1,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,6.03400000,0.00100000,-0.00100000,0,0.051300,0.000900,-0.000900,0,2.000,0.200,-0.100,0,0.178,0.018,-0.009,0,,,,,,,,,,,,,,,,,,586,24,-18,0,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,M0.5 V,3810.00,17.00,-17.00,0,0.54,0.01,-0.01,0,0.58,0.01,-0.01,0,-0.100,0.100,-0.100,0,[Fe/H],4.70,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h11m23.85s,227.8493710,-17d52m31.61s,-17.8754464,72.9105000,0.5225500,-0.5225500,13.3720000,0.0220000,-0.0220000,9.5600000,0.0230000,-0.0230000,12.6212000,0.0018700,-0.0018700,2018-06-26,2018-10,2018-06-21
K2-240 c,K2-240,c,Gaia DR2 6257625719430982016,1,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,20.52300000,0.00100000,-0.00100000,0,0.115900,0.002000,-0.002000,0,1.800,0.300,-0.100,0,0.161,0.027,-0.009,0,,,,,,,,,,,,,,,,,,389,19,-17,0,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,M0.5 V,3810.00,17.00,-17.00,0,0.54,0.01,-0.01,0,0.58,0.01,-0.01,0,-0.100,0.100,-0.100,0,[Fe/H],4.70,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h11m23.85s,227.8493710,-17d52m31.61s,-17.8754464,72.9105000,0.5225500,-0.5225500,13.3720000,0.0220000,-0.0220000,9.5600000,0.0230000,-0.0230000,12.6212000,0.0018700,-0.0018700,2018-06-26,2018-10,2018-06-21
K2-241 b,K2-241,b,Gaia DR2 3594882751966012160,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,26.81990000,0.00245000,-0.00247000,0,0.156700,0.000700,-0.000800,0,2.550,0.180,-0.100,0,0.227,0.016,-0.009,0,,,,,,,,,,,,,,,,,,507,5,-5,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5262.00,43.00,-39.00,0,0.75,0.01,-0.01,0,0.71,0.01,-0.01,0,-0.440,0.040,-0.030,0,[Fe/H],4.54,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h04m57.28s,181.2386829,-06d48m19.07s,-6.8052985,149.4640000,1.0940000,-1.0780000,11.9700000,0.0320000,-0.0320000,9.9330000,0.0230000,-0.0230000,11.7562000,0.0005020,-0.0005020,2022-03-28,2018-08,2022-03-28
K2-242 b,K2-242,b,Gaia DR2 3595647565382917120,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,6.51389000,0.00082000,-0.00083000,0,0.049400,0.000400,-0.000400,0,2.540,0.210,-0.190,0,0.227,0.019,-0.017,0,,,,,,,,,,,,,,,,,,416,8,-8,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,3459.00,65.00,-38.00,0,0.37,0.01,-0.01,0,0.38,0.01,-0.01,0,-0.010,0.160,-0.180,0,[Fe/H],4.89,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h59m20.60s,179.8358421,-06d31m04.28s,-6.5178542,109.2370000,0.6250000,-0.6170000,16.4140000,0.3090000,-0.3090000,11.7770000,0.0240000,-0.0240000,15.3818000,0.0005140,-0.0005140,2022-03-28,2018-08,2022-03-28
